symbol,localsymbol,osid,tradedate,previoustradedate,close
WIP.IN,WIPRO,3022645,20080905,20080904,2549.35
ILC.IN,IDEA,3094236,20080908,20080905,83.05
WIP.IN,WIPRO,3022645,20080908,20080905,2602.76
REL.IN,RELIANCE,3023127,20080908,20080905,3599.14
WIP.IN,WIPRO,3022645,20080909,20080908,2611.46
REL.IN,RELIANCE,3023127,20080909,20080908,3614.91
ILC.IN,IDEA,3094236,20080909,20080908,85.4
REL.IN,RELIANCE,3023127,20080910,20080909,3513.85
ILC.IN,IDEA,3094236,20080910,20080909,85.7
WIP.IN,WIPRO,3022645,20080910,20080909,2591.66
ILC.IN,IDEA,3094236,20080911,20080910,84.05
WIP.IN,WIPRO,3022645,20080911,20080910,2561.05
REL.IN,RELIANCE,3023127,20080911,20080910,3370.01
WIP.IN,WIPRO,3022645,20080912,20080911,2518.15
REL.IN,RELIANCE,3023127,20080912,20080911,3260.77
ILC.IN,IDEA,3094236,20080912,20080911,83.15
REL.IN,RELIANCE,3023127,20080915,20080912,3183.66
ILC.IN,IDEA,3094236,20080915,20080912,78.15
WIP.IN,WIPRO,3022645,20080915,20080912,2423.64
ILC.IN,IDEA,3094236,20080916,20080915,79.25
WIP.IN,WIPRO,3022645,20080916,20080915,2349.53
REL.IN,RELIANCE,3023127,20080916,20080915,3253.01
WIP.IN,WIPRO,3022645,20080917,20080916,2399.34
REL.IN,RELIANCE,3023127,20080917,20080916,3166.28
ILC.IN,IDEA,3094236,20080917,20080916,75.9
REL.IN,RELIANCE,3023127,20080918,20080917,3270.22
ILC.IN,IDEA,3094236,20080918,20080917,75.1
WIP.IN,WIPRO,3022645,20080918,20080917,2384.34
ILC.IN,IDEA,3094236,20080919,20080918,81.65
WIP.IN,WIPRO,3022645,20080919,20080918,2501.95
REL.IN,RELIANCE,3023127,20080919,20080918,3467.36
WIP.IN,WIPRO,3022645,20080922,20080919,2488.45
REL.IN,RELIANCE,3023127,20080922,20080919,3440.37
ILC.IN,IDEA,3094236,20080922,20080919,82.25
REL.IN,RELIANCE,3023127,20080923,20080922,3385.28
ILC.IN,IDEA,3094236,20080923,20080922,81.9
WIP.IN,WIPRO,3022645,20080923,20080922,2335.43
ILC.IN,IDEA,3094236,20080924,20080923,80.5
WIP.IN,WIPRO,3022645,20080924,20080923,2222.92
REL.IN,RELIANCE,3023127,20080924,20080923,3452.18
WIP.IN,WIPRO,3022645,20080925,20080924,2112.81
REL.IN,RELIANCE,3023127,20080925,20080924,3417.76
ILC.IN,IDEA,3094236,20080925,20080924,79.35
REL.IN,RELIANCE,3023127,20080926,20080925,3312.31
ILC.IN,IDEA,3094236,20080926,20080925,77.95
WIP.IN,WIPRO,3022645,20080926,20080925,2065.71
ILC.IN,IDEA,3094236,20080929,20080926,70.75
WIP.IN,WIPRO,3022645,20080929,20080926,2058.81
REL.IN,RELIANCE,3023127,20080929,20080926,3261.1
WIP.IN,WIPRO,3022645,20080930,20080929,2039.6
REL.IN,RELIANCE,3023127,20080930,20080929,3288.94
ILC.IN,IDEA,3094236,20080930,20080929,75.15
REL.IN,RELIANCE,3023127,20081001,20080930,3216.98
ILC.IN,IDEA,3094236,20081001,20080930,73.9
WIP.IN,WIPRO,3022645,20081001,20080930,2095.41
ILC.IN,IDEA,3094236,20081003,20081001,72.6
WIP.IN,WIPRO,3022645,20081003,20081001,2050.41
REL.IN,RELIANCE,3023127,20081003,20081001,2971.92
WIP.IN,WIPRO,3022645,20081006,20081003,1909.39
REL.IN,RELIANCE,3023127,20081006,20081003,2769.71
ILC.IN,IDEA,3094236,20081006,20081003,69.15
REL.IN,RELIANCE,3023127,20081007,20081006,2825.47
ILC.IN,IDEA,3094236,20081007,20081006,66.6
WIP.IN,WIPRO,3022645,20081007,20081006,1849.98
ILC.IN,IDEA,3094236,20081008,20081007,65.75
WIP.IN,WIPRO,3022645,20081008,20081007,1696.67
REL.IN,RELIANCE,3023127,20081008,20081007,2781.43
WIP.IN,WIPRO,3022645,20081010,20081008,1579.06
REL.IN,RELIANCE,3023127,20081010,20081008,2577.37
ILC.IN,IDEA,3094236,20081010,20081008,63.95
REL.IN,RELIANCE,3023127,20081013,20081010,2651.27
ILC.IN,IDEA,3094236,20081013,20081010,72.05
WIP.IN,WIPRO,3022645,20081013,20081010,1705.37
ILC.IN,IDEA,3094236,20081014,20081013,76.35
WIP.IN,WIPRO,3022645,20081014,20081013,1750.38
REL.IN,RELIANCE,3023127,20081014,20081013,2735.04
WIP.IN,WIPRO,3022645,20081015,20081014,1660.07
REL.IN,RELIANCE,3023127,20081015,20081014,2564.88
ILC.IN,IDEA,3094236,20081015,20081014,73.1
REL.IN,RELIANCE,3023127,20081016,20081015,2348.5
ILC.IN,IDEA,3094236,20081016,20081015,67.5
WIP.IN,WIPRO,3022645,20081016,20081015,1671.77
ILC.IN,IDEA,3094236,20081017,20081016,63.25
WIP.IN,WIPRO,3022645,20081017,20081016,1545.15
REL.IN,RELIANCE,3023127,20081017,20081016,2203.57
WIP.IN,WIPRO,3022645,20081020,20081017,1691.57
REL.IN,RELIANCE,3023127,20081020,20081017,2228.62
ILC.IN,IDEA,3094236,20081020,20081017,61.9
REL.IN,RELIANCE,3023127,20081021,20081020,2353.56
ILC.IN,IDEA,3094236,20081021,20081020,53.95
WIP.IN,WIPRO,3022645,20081021,20081020,1781.28
ILC.IN,IDEA,3094236,20081022,20081021,47.5
WIP.IN,WIPRO,3022645,20081022,20081021,1676.57
REL.IN,RELIANCE,3023127,20081022,20081021,2221.7
WIP.IN,WIPRO,3022645,20081023,20081022,1633.06
REL.IN,RELIANCE,3023127,20081023,20081022,2054.42
ILC.IN,IDEA,3094236,20081023,20081022,41.25
REL.IN,RELIANCE,3023127,20081024,20081023,1720.1
ILC.IN,IDEA,3094236,20081024,20081023,36.85
WIP.IN,WIPRO,3022645,20081024,20081023,1410.74
ILC.IN,IDEA,3094236,20081027,20081024,39.45
WIP.IN,WIPRO,3022645,20081027,20081024,1317.73
REL.IN,RELIANCE,3023127,20081027,20081024,1817.11
WIP.IN,WIPRO,3022645,20081028,20081027,1434.44
REL.IN,RELIANCE,3023127,20081028,20081027,1945.34
ILC.IN,IDEA,3094236,20081028,20081027,42.05
REL.IN,RELIANCE,3023127,20081029,20081028,2027.59
ILC.IN,IDEA,3094236,20081029,20081028,38.6
WIP.IN,WIPRO,3022645,20081029,20081028,1542.15
ILC.IN,IDEA,3094236,20081031,20081029,42.55
WIP.IN,WIPRO,3022645,20081031,20081029,1636.06
REL.IN,RELIANCE,3023127,20081031,20081029,2320.66
WIP.IN,WIPRO,3022645,20081103,20081031,1659.17
REL.IN,RELIANCE,3023127,20081103,20081031,2432.44
ILC.IN,IDEA,3094236,20081103,20081031,49.2
REL.IN,RELIANCE,3023127,20081104,20081103,2449.14
ILC.IN,IDEA,3094236,20081104,20081103,50.65
WIP.IN,WIPRO,3022645,20081104,20081103,1577.56
ILC.IN,IDEA,3094236,20081105,20081104,48
WIP.IN,WIPRO,3022645,20081105,20081104,1629.16
REL.IN,RELIANCE,3023127,20081105,20081104,2141.14
WIP.IN,WIPRO,3022645,20081106,20081105,1518.45
REL.IN,RELIANCE,3023127,20081106,20081105,1974.95
ILC.IN,IDEA,3094236,20081106,20081105,45.9
REL.IN,RELIANCE,3023127,20081107,20081106,2059.65
ILC.IN,IDEA,3094236,20081107,20081106,47.6
WIP.IN,WIPRO,3022645,20081107,20081106,1559.56
ILC.IN,IDEA,3094236,20081110,20081107,52.1
WIP.IN,WIPRO,3022645,20081110,20081107,1616.26
REL.IN,RELIANCE,3023127,20081110,20081107,2198.59
WIP.IN,WIPRO,3022645,20081111,20081110,1490.55
REL.IN,RELIANCE,3023127,20081111,20081110,2037.63
ILC.IN,IDEA,3094236,20081111,20081110,49.9
REL.IN,RELIANCE,3023127,20081112,20081111,1960.86
ILC.IN,IDEA,3094236,20081112,20081111,47.9
WIP.IN,WIPRO,3022645,20081112,20081111,1486.05
ILC.IN,IDEA,3094236,20081114,20081112,48.85
WIP.IN,WIPRO,3022645,20081114,20081112,1447.94
REL.IN,RELIANCE,3023127,20081114,20081112,1934.8
WIP.IN,WIPRO,3022645,20081117,20081114,1513.05
REL.IN,RELIANCE,3023127,20081117,20081114,1925.77
ILC.IN,IDEA,3094236,20081117,20081114,49.65
REL.IN,RELIANCE,3023127,20081118,20081117,1923.32
ILC.IN,IDEA,3094236,20081118,20081117,45.75
WIP.IN,WIPRO,3022645,20081118,20081117,1380.14
ILC.IN,IDEA,3094236,20081119,20081118,43.95
WIP.IN,WIPRO,3022645,20081119,20081118,1335.43
REL.IN,RELIANCE,3023127,20081119,20081118,1910.67
WIP.IN,WIPRO,3022645,20081120,20081119,1312.33
REL.IN,RELIANCE,3023127,20081120,20081119,1781.77
ILC.IN,IDEA,3094236,20081120,20081119,41.1
REL.IN,RELIANCE,3023127,20081121,20081120,1897
ILC.IN,IDEA,3094236,20081121,20081120,44
WIP.IN,WIPRO,3022645,20081121,20081120,1378.64
ILC.IN,IDEA,3094236,20081124,20081121,46
WIP.IN,WIPRO,3022645,20081124,20081121,1405.34
REL.IN,RELIANCE,3023127,20081124,20081121,1931.51
WIP.IN,WIPRO,3022645,20081125,20081124,1371.74
REL.IN,RELIANCE,3023127,20081125,20081124,1808.34
ILC.IN,IDEA,3094236,20081125,20081124,44.1
REL.IN,RELIANCE,3023127,20081126,20081125,1921.55
ILC.IN,IDEA,3094236,20081126,20081125,46.6
WIP.IN,WIPRO,3022645,20081126,20081125,1444.94
ILC.IN,IDEA,3094236,20081128,20081126,46.85
WIP.IN,WIPRO,3022645,20081128,20081126,1456.05
REL.IN,RELIANCE,3023127,20081128,20081126,1914.04
WIP.IN,WIPRO,3022645,20081201,20081128,1402.34
REL.IN,RELIANCE,3023127,20081201,20081128,1871.78
ILC.IN,IDEA,3094236,20081201,20081128,44.5
REL.IN,RELIANCE,3023127,20081202,20081201,1811.97
ILC.IN,IDEA,3094236,20081202,20081201,47.85
WIP.IN,WIPRO,3022645,20081202,20081201,1398.14
ILC.IN,IDEA,3094236,20081203,20081202,46.3
WIP.IN,WIPRO,3022645,20081203,20081202,1335.43
REL.IN,RELIANCE,3023127,20081203,20081202,1803.79
WIP.IN,WIPRO,3022645,20081204,20081203,1396.04
REL.IN,RELIANCE,3023127,20081204,20081203,1955.63
ILC.IN,IDEA,3094236,20081204,20081203,48.6
REL.IN,RELIANCE,3023127,20081205,20081204,1885.61
ILC.IN,IDEA,3094236,20081205,20081204,49.05
WIP.IN,WIPRO,3022645,20081205,20081204,1363.94
ILC.IN,IDEA,3094236,20081208,20081205,49.05
WIP.IN,WIPRO,3022645,20081208,20081205,1363.94
REL.IN,RELIANCE,3023127,20081208,20081205,1885.61
WIP.IN,WIPRO,3022645,20081210,20081208,1567.96
REL.IN,RELIANCE,3023127,20081210,20081208,2070.53
ILC.IN,IDEA,3094236,20081210,20081208,52.85
REL.IN,RELIANCE,3023127,20081211,20081210,2124.18
ILC.IN,IDEA,3094236,20081211,20081210,53.5
WIP.IN,WIPRO,3022645,20081211,20081210,1498.35
ILC.IN,IDEA,3094236,20081212,20081211,53.7
WIP.IN,WIPRO,3022645,20081212,20081211,1427.24
REL.IN,RELIANCE,3023127,20081212,20081211,2205.34
WIP.IN,WIPRO,3022645,20081215,20081212,1404.14
REL.IN,RELIANCE,3023127,20081215,20081212,2261.78
ILC.IN,IDEA,3094236,20081215,20081212,56.95
REL.IN,RELIANCE,3023127,20081216,20081215,2342.68
ILC.IN,IDEA,3094236,20081216,20081215,56.25
WIP.IN,WIPRO,3022645,20081216,20081215,1437.44
ILC.IN,IDEA,3094236,20081217,20081216,56.25
WIP.IN,WIPRO,3022645,20081217,20081216,1437.44
REL.IN,RELIANCE,3023127,20081217,20081216,2342.68
WIP.IN,WIPRO,3022645,20081218,20081217,1499.55
REL.IN,RELIANCE,3023127,20081218,20081217,2296.28
ILC.IN,IDEA,3094236,20081218,20081217,53.55
REL.IN,RELIANCE,3023127,20081219,20081218,2279.91
ILC.IN,IDEA,3094236,20081219,20081218,52.85
WIP.IN,WIPRO,3022645,20081219,20081218,1494.45
ILC.IN,IDEA,3094236,20081222,20081219,51.6
WIP.IN,WIPRO,3022645,20081222,20081219,1480.95
REL.IN,RELIANCE,3023127,20081222,20081219,2168.98
WIP.IN,WIPRO,3022645,20081223,20081222,1457.85
REL.IN,RELIANCE,3023127,20081223,20081222,2125.45
ILC.IN,IDEA,3094236,20081223,20081222,50
REL.IN,RELIANCE,3023127,20081224,20081223,2095.5
ILC.IN,IDEA,3094236,20081224,20081223,48
WIP.IN,WIPRO,3022645,20081224,20081223,1394.84
ILC.IN,IDEA,3094236,20081226,20081224,48.25
WIP.IN,WIPRO,3022645,20081226,20081224,1360.04
REL.IN,RELIANCE,3023127,20081226,20081224,2041.77
WIP.IN,WIPRO,3022645,20081229,20081226,1361.24
REL.IN,RELIANCE,3023127,20081229,20081226,2102.76
ILC.IN,IDEA,3094236,20081229,20081226,49.85
REL.IN,RELIANCE,3023127,20081230,20081229,2109.84
ILC.IN,IDEA,3094236,20081230,20081229,54.05
WIP.IN,WIPRO,3022645,20081230,20081229,1415.54
ILC.IN,IDEA,3094236,20081231,20081230,54.05
WIP.IN,WIPRO,3022645,20081231,20081230,1415.54
REL.IN,RELIANCE,3023127,20081231,20081230,2109.84
WIP.IN,WIPRO,3022645,20090101,20081231,1400.54
REL.IN,RELIANCE,3023127,20090101,20081231,2079.9
ILC.IN,IDEA,3094236,20090101,20081231,52.65
REL.IN,RELIANCE,3023127,20090102,20090101,2079.9
ILC.IN,IDEA,3094236,20090102,20090101,52.65
WIP.IN,WIPRO,3022645,20090102,20090101,1400.54
ILC.IN,IDEA,3094236,20090105,20090102,53.95
WIP.IN,WIPRO,3022645,20090105,20090102,1474.65
REL.IN,RELIANCE,3023127,20090105,20090102,2304.46
WIP.IN,WIPRO,3022645,20090106,20090105,1456.35
REL.IN,RELIANCE,3023127,20090106,20090105,2312.98
ILC.IN,IDEA,3094236,20090106,20090105,53.4
REL.IN,RELIANCE,3023127,20090107,20090106,2025.91
ILC.IN,IDEA,3094236,20090107,20090106,49.95
WIP.IN,WIPRO,3022645,20090107,20090106,1468.05
ILC.IN,IDEA,3094236,20090109,20090107,46.4
WIP.IN,WIPRO,3022645,20090109,20090107,1505.85
REL.IN,RELIANCE,3023127,20090109,20090107,1945.76
WIP.IN,WIPRO,3022645,20090112,20090109,1364.54
REL.IN,RELIANCE,3023127,20090112,20090109,1852.38
ILC.IN,IDEA,3094236,20090112,20090109,45
REL.IN,RELIANCE,3023127,20090113,20090112,1818.04
ILC.IN,IDEA,3094236,20090113,20090112,44.05
WIP.IN,WIPRO,3022645,20090113,20090112,1441.94
ILC.IN,IDEA,3094236,20090114,20090113,45.45
WIP.IN,WIPRO,3022645,20090114,20090113,1462.95
REL.IN,RELIANCE,3023127,20090114,20090113,1990.47
WIP.IN,WIPRO,3022645,20090115,20090114,1411.64
REL.IN,RELIANCE,3023127,20090115,20090114,1927.37
ILC.IN,IDEA,3094236,20090115,20090114,42.9
REL.IN,RELIANCE,3023127,20090116,20090115,2053.91
ILC.IN,IDEA,3094236,20090116,20090115,43.95
WIP.IN,WIPRO,3022645,20090116,20090115,1430.24
ILC.IN,IDEA,3094236,20090119,20090116,44.1
WIP.IN,WIPRO,3022645,20090119,20090116,1388.54
REL.IN,RELIANCE,3023127,20090119,20090116,2075.09
WIP.IN,WIPRO,3022645,20090120,20090119,1369.04
REL.IN,RELIANCE,3023127,20090120,20090119,1997.05
ILC.IN,IDEA,3094236,20090120,20090119,43.4
REL.IN,RELIANCE,3023127,20090121,20090120,1889.41
ILC.IN,IDEA,3094236,20090121,20090120,42.05
WIP.IN,WIPRO,3022645,20090121,20090120,1318.33
ILC.IN,IDEA,3094236,20090122,20090121,42.15
WIP.IN,WIPRO,3022645,20090122,20090121,1308.13
REL.IN,RELIANCE,3023127,20090122,20090121,1917.17
WIP.IN,WIPRO,3022645,20090123,20090122,1281.43
REL.IN,RELIANCE,3023127,20090123,20090122,1950.66
ILC.IN,IDEA,3094236,20090123,20090122,42.8
REL.IN,RELIANCE,3023127,20090127,20090123,2068.42
ILC.IN,IDEA,3094236,20090127,20090123,44.5
WIP.IN,WIPRO,3022645,20090127,20090123,1356.44
ILC.IN,IDEA,3094236,20090128,20090127,46.6
WIP.IN,WIPRO,3022645,20090128,20090127,1404.74
REL.IN,RELIANCE,3023127,20090128,20090127,2149.49
WIP.IN,WIPRO,3022645,20090129,20090128,1363.64
REL.IN,RELIANCE,3023127,20090129,20090128,2142.91
ILC.IN,IDEA,3094236,20090129,20090128,45.4
REL.IN,RELIANCE,3023127,20090130,20090129,2233.18
ILC.IN,IDEA,3094236,20090130,20090129,47
WIP.IN,WIPRO,3022645,20090130,20090129,1389.44
ILC.IN,IDEA,3094236,20090202,20090130,44.75
WIP.IN,WIPRO,3022645,20090202,20090130,1320.43
REL.IN,RELIANCE,3023127,20090202,20090130,2159.62
WIP.IN,WIPRO,3022645,20090203,20090202,1348.33
REL.IN,RELIANCE,3023127,20090203,20090202,2203.82
ILC.IN,IDEA,3094236,20090203,20090202,44.85
REL.IN,RELIANCE,3023127,20090204,20090203,2206.01
ILC.IN,IDEA,3094236,20090204,20090203,44.3
WIP.IN,WIPRO,3022645,20090204,20090203,1344.43
ILC.IN,IDEA,3094236,20090205,20090204,44.1
WIP.IN,WIPRO,3022645,20090205,20090204,1319.23
REL.IN,RELIANCE,3023127,20090205,20090204,2174.46
WIP.IN,WIPRO,3022645,20090206,20090205,1345.63
REL.IN,RELIANCE,3023127,20090206,20090205,2269.03
ILC.IN,IDEA,3094236,20090206,20090205,44.8
REL.IN,RELIANCE,3023127,20090209,20090206,2344.7
ILC.IN,IDEA,3094236,20090209,20090206,45.1
WIP.IN,WIPRO,3022645,20090209,20090206,1357.04
ILC.IN,IDEA,3094236,20090210,20090209,45.15
WIP.IN,WIPRO,3022645,20090210,20090209,1355.24
REL.IN,RELIANCE,3023127,20090210,20090209,2365.37
WIP.IN,WIPRO,3022645,20090211,20090210,1331.83
REL.IN,RELIANCE,3023127,20090211,20090210,2330.45
ILC.IN,IDEA,3094236,20090211,20090210,47.6
REL.IN,RELIANCE,3023127,20090212,20090211,2280.34
ILC.IN,IDEA,3094236,20090212,20090211,48.65
WIP.IN,WIPRO,3022645,20090212,20090211,1334.23
ILC.IN,IDEA,3094236,20090213,20090212,51.5
WIP.IN,WIPRO,3022645,20090213,20090212,1342.93
REL.IN,RELIANCE,3023127,20090213,20090212,2349.26
WIP.IN,WIPRO,3022645,20090216,20090213,1296.43
REL.IN,RELIANCE,3023127,20090216,20090213,2227.44
ILC.IN,IDEA,3094236,20090216,20090213,49.1
REL.IN,RELIANCE,3023127,20090217,20090216,2138.19
ILC.IN,IDEA,3094236,20090217,20090216,47.55
WIP.IN,WIPRO,3022645,20090217,20090216,1258.03
ILC.IN,IDEA,3094236,20090218,20090217,47.65
WIP.IN,WIPRO,3022645,20090218,20090217,1255.33
REL.IN,RELIANCE,3023127,20090218,20090217,2185.18
WIP.IN,WIPRO,3022645,20090219,20090218,1322.23
REL.IN,RELIANCE,3023127,20090219,20090218,2182.82
ILC.IN,IDEA,3094236,20090219,20090218,49.4
REL.IN,RELIANCE,3023127,20090220,20090219,2114.74
ILC.IN,IDEA,3094236,20090220,20090219,48.4
WIP.IN,WIPRO,3022645,20090220,20090219,1291.63
ILC.IN,IDEA,3094236,20090224,20090220,48.2
WIP.IN,WIPRO,3022645,20090224,20090220,1277.53
REL.IN,RELIANCE,3023127,20090224,20090220,2114.48
WIP.IN,WIPRO,3022645,20090225,20090224,1305.73
REL.IN,RELIANCE,3023127,20090225,20090224,2136.92
ILC.IN,IDEA,3094236,20090225,20090224,48.95
REL.IN,RELIANCE,3023127,20090226,20090225,2177.84
ILC.IN,IDEA,3094236,20090226,20090225,48.55
WIP.IN,WIPRO,3022645,20090226,20090225,1291.03
ILC.IN,IDEA,3094236,20090227,20090226,47
WIP.IN,WIPRO,3022645,20090227,20090226,1245.12
REL.IN,RELIANCE,3023127,20090227,20090226,2136.08
WIP.IN,WIPRO,3022645,20090302,20090227,1220.52
REL.IN,RELIANCE,3023127,20090302,20090227,2067.92
ILC.IN,IDEA,3094236,20090302,20090227,46.15
REL.IN,RELIANCE,3023127,20090303,20090302,2019.33
ILC.IN,IDEA,3094236,20090303,20090302,45
WIP.IN,WIPRO,3022645,20090303,20090302,1205.52
ILC.IN,IDEA,3094236,20090304,20090303,45.95
WIP.IN,WIPRO,3022645,20090304,20090303,1235.82
REL.IN,RELIANCE,3023127,20090304,20090303,2043.37
WIP.IN,WIPRO,3022645,20090305,20090304,1240.32
REL.IN,RELIANCE,3023127,20090305,20090304,1939.94
ILC.IN,IDEA,3094236,20090305,20090304,44.45
REL.IN,RELIANCE,3023127,20090306,20090305,1973.86
ILC.IN,IDEA,3094236,20090306,20090305,45.6
WIP.IN,WIPRO,3022645,20090306,20090305,1279.93
ILC.IN,IDEA,3094236,20090309,20090306,44.9
WIP.IN,WIPRO,3022645,20090309,20090306,1237.92
REL.IN,RELIANCE,3023127,20090309,20090306,1945.93
WIP.IN,WIPRO,3022645,20090312,20090309,1272.43
REL.IN,RELIANCE,3023127,20090312,20090309,2028.01
ILC.IN,IDEA,3094236,20090312,20090309,44.8
REL.IN,RELIANCE,3023127,20090313,20090312,2166.79
ILC.IN,IDEA,3094236,20090313,20090312,44.25
WIP.IN,WIPRO,3022645,20090313,20090312,1349.53
ILC.IN,IDEA,3094236,20090316,20090313,45.25
WIP.IN,WIPRO,3022645,20090316,20090313,1370.54
REL.IN,RELIANCE,3023127,20090316,20090313,2239.93
WIP.IN,WIPRO,3022645,20090317,20090316,1366.94
REL.IN,RELIANCE,3023127,20090317,20090316,2193.7
ILC.IN,IDEA,3094236,20090317,20090316,44.75
REL.IN,RELIANCE,3023127,20090318,20090317,2246.34
ILC.IN,IDEA,3094236,20090318,20090317,46.2
WIP.IN,WIPRO,3022645,20090318,20090317,1383.44
ILC.IN,IDEA,3094236,20090319,20090318,45.75
WIP.IN,WIPRO,3022645,20090319,20090318,1395.74
REL.IN,RELIANCE,3023127,20090319,20090318,2270.47
WIP.IN,WIPRO,3022645,20090320,20090319,1386.44
REL.IN,RELIANCE,3023127,20090320,20090319,2259.5
ILC.IN,IDEA,3094236,20090320,20090319,46.3
REL.IN,RELIANCE,3023127,20090323,20090320,2426.95
ILC.IN,IDEA,3094236,20090323,20090320,49.75
WIP.IN,WIPRO,3022645,20090323,20090320,1435.94
ILC.IN,IDEA,3094236,20090324,20090323,47.2
WIP.IN,WIPRO,3022645,20090324,20090323,1460.25
REL.IN,RELIANCE,3023127,20090324,20090323,2450.57
WIP.IN,WIPRO,3022645,20090325,20090324,1455.45
REL.IN,RELIANCE,3023127,20090325,20090324,2585.13
ILC.IN,IDEA,3094236,20090325,20090324,48.75
REL.IN,RELIANCE,3023127,20090326,20090325,2641.31
ILC.IN,IDEA,3094236,20090326,20090325,51.5
WIP.IN,WIPRO,3022645,20090326,20090325,1533.15
ILC.IN,IDEA,3094236,20090327,20090326,52.55
WIP.IN,WIPRO,3022645,20090327,20090326,1518.45
REL.IN,RELIANCE,3023127,20090327,20090326,2613.05
WIP.IN,WIPRO,3022645,20090330,20090327,1446.44
REL.IN,RELIANCE,3023127,20090330,20090327,2558.55
ILC.IN,IDEA,3094236,20090330,20090327,49.7
REL.IN,RELIANCE,3023127,20090331,20090330,2572.56
ILC.IN,IDEA,3094236,20090331,20090330,50.1
WIP.IN,WIPRO,3022645,20090331,20090330,1475.55
ILC.IN,IDEA,3094236,20090401,20090331,49.55
WIP.IN,WIPRO,3022645,20090401,20090331,1514.55
REL.IN,RELIANCE,3023127,20090401,20090331,2667.89
WIP.IN,WIPRO,3022645,20090402,20090401,1620.76
REL.IN,RELIANCE,3023127,20090402,20090401,2803.03
ILC.IN,IDEA,3094236,20090402,20090401,51.05
REL.IN,RELIANCE,3023127,20090406,20090402,2820.32
ILC.IN,IDEA,3094236,20090406,20090402,53.4
WIP.IN,WIPRO,3022645,20090406,20090402,1617.16
ILC.IN,IDEA,3094236,20090408,20090406,55.25
WIP.IN,WIPRO,3022645,20090408,20090406,1694.27
REL.IN,RELIANCE,3023127,20090408,20090406,2910.67
WIP.IN,WIPRO,3022645,20090409,20090408,1646.86
REL.IN,RELIANCE,3023127,20090409,20090408,2928.56
ILC.IN,IDEA,3094236,20090409,20090408,55.2
REL.IN,RELIANCE,3023127,20090413,20090409,2992.33
ILC.IN,IDEA,3094236,20090413,20090409,55.05
WIP.IN,WIPRO,3022645,20090413,20090409,1612.66
ILC.IN,IDEA,3094236,20090415,20090413,57
WIP.IN,WIPRO,3022645,20090415,20090413,1613.86
REL.IN,RELIANCE,3023127,20090415,20090413,3087.66
WIP.IN,WIPRO,3022645,20090416,20090415,1665.77
REL.IN,RELIANCE,3023127,20090416,20090415,2927.29
ILC.IN,IDEA,3094236,20090416,20090415,52.85
REL.IN,RELIANCE,3023127,20090417,20090416,2896.84
ILC.IN,IDEA,3094236,20090417,20090416,54
WIP.IN,WIPRO,3022645,20090417,20090416,1649.86
ILC.IN,IDEA,3094236,20090420,20090417,55.95
WIP.IN,WIPRO,3022645,20090420,20090417,1642.66
REL.IN,RELIANCE,3023127,20090420,20090417,2894.22
WIP.IN,WIPRO,3022645,20090421,20090420,1647.16
REL.IN,RELIANCE,3023127,20090421,20090420,2878.53
ILC.IN,IDEA,3094236,20090421,20090420,58.4
REL.IN,RELIANCE,3023127,20090422,20090421,2898.61
ILC.IN,IDEA,3094236,20090422,20090421,56.95
WIP.IN,WIPRO,3022645,20090422,20090421,1686.47
ILC.IN,IDEA,3094236,20090423,20090422,58.05
WIP.IN,WIPRO,3022645,20090423,20090422,1877.59
REL.IN,RELIANCE,3023127,20090423,20090422,2975.71
WIP.IN,WIPRO,3022645,20090424,20090423,1873.69
REL.IN,RELIANCE,3023127,20090424,20090423,3018.15
ILC.IN,IDEA,3094236,20090424,20090423,60.55
REL.IN,RELIANCE,3023127,20090427,20090424,3012.58
ILC.IN,IDEA,3094236,20090427,20090424,59.65
WIP.IN,WIPRO,3022645,20090427,20090424,1955.9
ILC.IN,IDEA,3094236,20090428,20090427,58.5
WIP.IN,WIPRO,3022645,20090428,20090427,1892.59
REL.IN,RELIANCE,3023127,20090428,20090427,2930.92
WIP.IN,WIPRO,3022645,20090429,20090428,1985.3
REL.IN,RELIANCE,3023127,20090429,20090428,3047.51
ILC.IN,IDEA,3094236,20090429,20090428,58.05
REL.IN,RELIANCE,3023127,20090504,20090429,3183.92
ILC.IN,IDEA,3094236,20090504,20090429,62.65
WIP.IN,WIPRO,3022645,20090504,20090429,2193.52
ILC.IN,IDEA,3094236,20090505,20090504,61.4
WIP.IN,WIPRO,3022645,20090505,20090504,2217.22
REL.IN,RELIANCE,3023127,20090505,20090504,3178.09
WIP.IN,WIPRO,3022645,20090506,20090505,2156.62
REL.IN,RELIANCE,3023127,20090506,20090505,3174.47
ILC.IN,IDEA,3094236,20090506,20090505,59.7
REL.IN,RELIANCE,3023127,20090507,20090506,3231.92
ILC.IN,IDEA,3094236,20090507,20090506,60.1
WIP.IN,WIPRO,3022645,20090507,20090506,2287.13
ILC.IN,IDEA,3094236,20090508,20090507,59.2
WIP.IN,WIPRO,3022645,20090508,20090507,2130.81
REL.IN,RELIANCE,3023127,20090508,20090507,3206.19
WIP.IN,WIPRO,3022645,20090511,20090508,2097.81
REL.IN,RELIANCE,3023127,20090511,20090508,3140.89
ILC.IN,IDEA,3094236,20090511,20090508,57.55
REL.IN,RELIANCE,3023127,20090512,20090511,3306.74
ILC.IN,IDEA,3094236,20090512,20090511,60.9
